"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Common Name","Growth Habit","Native Status"
"TELE",NA,"TELE","Tephrosia leiocarpa","smoothpod hoarypea","Shrub","L48(N)"
"TELE","CRLE9","CRLE9","Cracca leiocarpa",NA,NA,NA
"TELE","TEAF","TEAF","Tephrosia affinis",NA,NA,NA
"TELE","TEVI3","TEVI3","Tephrosia viridis",NA,NA,NA
"TEMO3",NA,"TEMO3","Tephrosia mohrii","pineland hoarypea","Forb/herb, Subshrub","L48(N)"
"TEMO3","CRMO8","CRMO8","Cracca mohrii",NA,NA,NA
"TEON",NA,"TEON","Tephrosia onobrychoides","multibloom hoarypea","Subshrub, Forb/herb","L48(N)"
"TEON","CRAN7","CRAN7","Cracca angustifolia",NA,NA,NA
"TEON","CRON","CRON","Cracca onobrychoides",NA,NA,NA
"TEON","CRTE7","CRTE7","Cracca texana",NA,NA,NA
"TEON","TEAN3","TEAN3","Tephrosia angustifolia",NA,NA,NA
"TEON","TEMU4","TEMU4","Tephrosia multiflora",NA,NA,NA
"TEON","TETE6","TETE6","Tephrosia texana",NA,NA,NA
"TEPO",NA,"TEPO","Tephrosia potosina","Edwards Plateau hoarypea","Subshrub, Forb/herb","L48(N)"
"TEPO","CRPO12","CRPO12","Cracca potosina",NA,NA,NA
"TEPU",NA,"TEPU","Tephrosia purpurea","fishpoison","Subshrub","L48(I)HI(I)"
"TEPU","CRPU12","CRPU12","Cracca purpurea",NA,NA,NA
"TEPU","TEPI","TEPI","Tephrosia piscatoria",NA,NA,NA
"TERU",NA,"TERU","Tephrosia rugelii","Rugel's hoarypea","Forb/herb","L48(N)"
"TERU","CRRU6","CRRU6","Cracca rugelii",NA,NA,NA
"TESE2",NA,"TESE2","Tephrosia senna","anil racimillo","Forb/herb","PR(N)VI(N)"
"TESE2","CRCA18","CRCA18","Cracca cathartica",NA,NA,NA
"TESE2","TECA15","TECA15","Tephrosia cathartica",NA,NA,NA
"TESI2",NA,"TESI2","Tephrosia sinapou","hoarypea",NA,"L48(I)"
"TESI2","TETO2","TETO2","Tephrosia toxicaria",NA,NA,NA
"TESP",NA,"TESP","Tephrosia spicata","spiked hoarypea","Forb/herb","L48(N)"
"TESP","CRFL8","CRFL8","Cracca flexuosa",NA,NA,NA
"TESP","CRSP7","CRSP7","Cracca spicata",NA,NA,NA
"TESP","GASP12","GASP12","Galega spicata",NA,NA,NA
"TESP","TEFL3","TEFL3","Tephrosia flexuosa",NA,NA,NA
"TETH",NA,"TETH","Tephrosia thurberi","Thurber's hoarypea","Forb/herb","L48(N)"
"TETH","CRTH5","CRTH5","Cracca thurberi",NA,NA,NA
"TEVI9",NA,"TEVI9","Tephrosia vicioides","red hoarypea","Forb/herb","L48(N)"
"TEVI9","TETE","TETE","Tephrosia tenella",NA,NA,NA
"TEVIV",NA,"TEVIV","Tephrosia villosa ssp. villosa",NA,NA,NA
"TEVIV","TEIN4","TEIN4","Tephrosia incana",NA,NA,NA
"TEVI",NA,"TEVI","Tephrosia virginiana","Virginia tephrosia","Forb/herb, Subshrub","L48(N)CAN(N)"
"TEVI","CRLA6","CRLA6","Cracca latidens",NA,NA,NA
"TEVI","CRVI7","CRVI7","Cracca virginiana",NA,NA,NA
"TEVI","TELA4","TELA4","Tephrosia latidens",NA,NA,NA
"TERAM",NA,"TERAM","Teramnus","teramnus",NA,NA
"TERMI",NA,"TERMI","Terminalia","tropical almond",NA,"L48(I)"
"TERNS",NA,"TERNS","Ternstroemia","ternstroemia",NA,NA
"TEHE3",NA,"TEHE3","Ternstroemia heptasepala","saintedwood","Tree, Shrub","PR(N)"
"TEHE3","TAHE2","TAHE2","Taonabo heptasepala",NA,NA,NA
"TELU2",NA,"TELU2","Ternstroemia luquillensis","palo colorado","Tree, Shrub","PR(N)"
"TELU2","TALU2","TALU2","Taonabo luquillensis",NA,NA,NA
"TEPE",NA,"TEPE","Ternstroemia peduncularis","copey vera","Tree, Shrub","PR(N)VI(N)"
"TEPE","TAPE5","TAPE5","Taonabo peduncularis",NA,NA,NA
"TEST3",NA,"TEST3","Ternstroemia stahlii","mamey de cura","Shrub, Tree","PR(N)"
"TEST3","TAPA12","TAPA12","Taonabo pachyphylla",NA,NA,NA
"TEST3","TAST2","TAST2","Taonabo stahlii",NA,NA,NA
"TESU",NA,"TESU","Ternstroemia subsessilis","el yunque colorado","Tree, Shrub","PR(N)"
"TESU","TASU","TASU","Taonabo subsessilis",NA,NA,NA
"TETRA13",NA,"TETRA13","Tetracarpidium","tetracarpidium",NA,NA
"TETRA24",NA,"TETRA24","Tetrachne",NA,NA,NA
"TETRA",NA,"TETRA","Tetraclea","tetraclea",NA,"L48(N)"
"TETRA12",NA,"TETRA12","Tetraclinis","tetraclinis",NA,NA
"TETRA2",NA,"TETRA2","Tetracoccus","shrubby-spurge",NA,"L48(N)"
"TEHA",NA,"TEHA","Tetracoccus hallii","Hall's shrubby-spurge","Subshrub, Shrub","L48(N)"
"TEHA","HAFA","HAFA","Halliophytum fasciculatum",NA,NA,NA
"TEHA","HAHA6","HAHA6","Halliophytum hallii",NA,NA,NA
"TEHA","TEFA","TEFA","Tetracoccus fasciculatus",NA,NA,NA
"TETRA25",NA,"TETRA25","Tetradium","tetradium",NA,"L48(I)"
"TEDA",NA,"TEDA","Tetradium daniellii","bee-bee tree","Shrub, Tree","L48(I)"
"TEDA","EUDA6","EUDA6","Euodia daniellii",NA,NA,NA
"TEDA","EUHU3","EUHU3","Euodia hupehensis",NA,NA,NA
"TETRA3",NA,"TETRA3","Tetradymia","horsebrush",NA,"L48(N)CAN(N)"
"TETE4",NA,"TETE4","Tetradymia tetrameres","fourpart horsebrush","Shrub, Subshrub","L48(N)"
"TETE4","TECOT","TECOT","Tetradymia comosa ssp. tetrameres",NA,NA,NA
"TETRA4",NA,"TETRA4","Tetragastris","tetragastris",NA,NA
"TEBA",NA,"TEBA","Tetragastris balsamifera","masa","Tree","PR(N)VI(N)"
"TEBA","HEBA3","HEBA3","Hedwigia balsamifera",NA,NA,NA
"TETRA9",NA,"TETRA9","Tetragonia","tetragonia",NA,"L48(I)"
"TETE3",NA,"TETE3","Tetragonia tetragonioides","New Zealand spinach","Subshrub, Forb/herb","L48(I)HI(I)PR(I)"
"TETE3","TEEX","TEEX","Tetragonia expansa",NA,NA,NA
"TETRA18",NA,"TETRA18","Tetragonolobus","tetragonolobus",NA,NA
"TEPU6",NA,"TEPU6","Tetragonolobus purpureus","winged pea",NA,NA
"TEPU6","LOTE8","LOTE8","Lotus tetragonolobus",NA,NA,NA
"TETRA5",NA,"TETRA5","Tetragonotheca","nerveray",NA,"L48(N)"
"TEHE2",NA,"TEHE2","Tetragonotheca helianthoides","pineland nerveray","Forb/herb","L48(N)"
"TEHE2","GOHE","GOHE","Gonotheca helianthoides",NA,NA,NA
"TELU",NA,"TELU","Tetragonotheca ludoviciana","Louisiana nerveray","Forb/herb","L48(N)"
"TELU","HALU2","HALU2","Halea ludoviciana",NA,NA,NA
"TERE2",NA,"TERE2","Tetragonotheca repanda","showy nerveray","Forb/herb","L48(N)"
"TERE2","HARE4","HARE4","Halea repanda",NA,NA,NA
"TETRA22",NA,"TETRA22","Tetralophozia",NA,NA,"NA(N)"
"TETRA6",NA,"TETRA6","Tetramerium","tetramerium",NA,"L48(N)"
"TENE",NA,"TENE","Tetramerium nervosum","hairy fournwort","Subshrub, Forb/herb","L48(N)"
"TENE","TEHI","TEHI","Tetramerium hispidum",NA,NA,NA
"TETRA8",NA,"TETRA8","Tetramicra","wallflower orchid",NA,NA
"TECA4",NA,"TECA4","Tetramicra canaliculata","serpentine wallflower orchid","Forb/herb","PR(N)VI(N)"
"TECA4","TEEL2","TEEL2","Tetramicra elegans",NA,NA,NA
"TETRA16",NA,"TETRA16","Tetramolopium","tetramolopium",NA,NA
"TEARA",NA,"TEARA","Tetramolopium arenarium ssp. arenarium","Maui tetramolopium","Shrub","HI(N)"
"TEARL",NA,"TEARL","Tetramolopium arenarium ssp. laxum","Maui tetramolopium","Shrub","HI(N)"
"TECA7",NA,"TECA7","Tetramolopium capillare","pamakani","Shrub","HI(N)"
"TECA7","LUCA16","LUCA16","Luteidiscus capillaris",NA,NA,NA
"TECA7","SECA10","SECA10","Senecio capillaris",NA,NA,NA
"TECOC",NA,"TECOC","Tetramolopium consanguineum ssp. consanguineum","forest tetramolopium","Shrub","HI(N)"
"TECOL",NA,"TECOL","Tetramolopium consanguineum ssp. leptophyllum","forest tetramolopium","Shrub","HI(N)"
"TEFIP",NA,"TEFIP","Tetramolopium filiforme var. polyphyllum","ridgetop tetramolopium","Shrub","HI(N)"
"TEFIP","TEPO2","TEPO2","Tetramolopium polyphyllum",NA,NA,NA
"TEHUH",NA,"TEHUH","Tetramolopium humile ssp. haleakalae","Haleakala tetramolopium","Shrub","HI(N)"
"TEHUH2",NA,"TEHUH2","Tetramolopium humile ssp. humile","alpine tetramolopium","Shrub","HI(N)"
"TELEA",NA,"TELEA","Tetramolopium lepidotum ssp. arbusculum","Waianae Range tetramolopium","Shrub","HI(N)"
"TELEA","TEAR2","TEAR2","Tetramolopium arbusculum",NA,NA,NA
"TELEL2",NA,"TELEL2","Tetramolopium lepidotum ssp. lepidotum","Waianae Range tetramolopium","Shrub","HI(N)"
"TERE3",NA,"TERE3","Tetramolopium remyi","Awalua Ridge tetramolopium","Shrub","HI(N)"
"TERE3","VIRE8","VIRE8","Vittadinia remyi",NA,NA,NA
"TEROC",NA,"TEROC","Tetramolopium rockii var. calcisabulorum","dune tetramolopium","Shrub","HI(N)"
"TEROC","LUCA17","LUCA17","Luteidiscus calcisabulorus",NA,NA,NA
"TEROC","TECA6","TECA6","Tetramolopium calcisabulorum",NA,NA,NA
"TEROR",NA,"TEROR","Tetramolopium rockii var. rockii","dune tetramolopium","Shrub","HI(N)"
"TEROR","LURO4","LURO4","Luteidiscus rockii",NA,NA,NA
"TETE5",NA,"TETE5","Tetramolopium tenerrimum","Oahu tetramolopium","Shrub","HI(N)"
"TETE5","ASTE16","ASTE16","Aster tenerrimus",NA,NA,NA
"TETRA17",NA,"TETRA17","Tetraneuris","four-nerve daisy",NA,"L48(N)CAN(N)"
"TEACA2",NA,"TEACA2","Tetraneuris acaulis var. acaulis","stemless four-nerve daisy","Forb/herb","L48(N)CAN(N)"
"TEACA2","ACAC2","ACAC2","Actinea acaulis",NA,NA,NA
"TEACA2","ACAC3","ACAC3","Actinella acaulis",NA,NA,NA
"TEACA2","HYAC4","HYAC4","Hymenoxys acaulis",NA,NA,NA
"TEACA2","TESI","TESI","Tetraneuris simplex",NA,NA,NA
"TEACC",NA,"TEACC","Tetraneuris acaulis var. caespitosa","caespitose four-nerve daisy","Forb/herb","L48(N)"
"TEACC","TEBR2","TEBR2","Tetraneuris brevifolia",NA,NA,NA
"TEACE",NA,"TEACE","Tetraneuris acaulis var. epunctata","stemless four-nerve daisy","Forb/herb","L48(N)"
"TEACE","TEEP","TEEP","Tetraneuris epunctata",NA,NA,NA
"TEAR4",NA,"TEAR4","Tetraneuris argentea","perkysue","Forb/herb","L48(N)"
"TEAR4","ACAR4","ACAR4","Actinella argentea",NA,NA,NA
"TEAR4","HYAR5","HYAR5","Hymenoxys argentea",NA,NA,NA
"TEBR",NA,"TEBR","Tetraneuris brandegeei","Brandegee's four-nerve daisy","Subshrub, Forb/herb","L48(N)"
"TEBR","HYBR","HYBR","Hymenoxys brandegeei",NA,NA,NA
"TEBR","RYBR","RYBR","Rydbergia brandegeei",NA,NA,NA
"TEGR3",NA,"TEGR3","Tetraneuris grandiflora","graylocks four-nerve daisy","Forb/herb","L48(N)"
"TEGR3","ACGR4","ACGR4","Actinea grandiflora",NA,NA,NA
"TEGR3","HYGR5","HYGR5","Hymenoxys grandiflora",NA,NA,NA
"TEGR3","RYGR2","RYGR2","Rydbergia grandiflora",NA,NA,NA
"TEHE4",NA,"TEHE4","Tetraneuris herbacea","eastern fournerved daisy","Forb/herb","L48(N)CAN(N)"
"TEHE4","ACHE2","ACHE2","Actinea herbacea",NA,NA,NA
"TEHE4","HYHE4","HYHE4","Hymenoxys herbacea",NA,NA,NA
"TEIV",NA,"TEIV","Tetraneuris ivesiana","Ives' fournerved daisy","Forb/herb","L48(N)"
"TEIV","HYIV","HYIV","Hymenoxys ivesiana",NA,NA,NA
"TEIV","TEMA2","TEMA2","Tetraneuris mancosensis",NA,NA,NA
"TEIV","TEPI2","TEPI2","Tetraneuris pilosa",NA,NA,NA
"TELIL",NA,"TELIL","Tetraneuris linearifolia var. linearifolia","fineleaf fournerved daisy","Forb/herb","L48(N)"
"TELIL","HYLI7","HYLI7","Hymenoxys linearifolia",NA,NA,NA
"TESCS",NA,"TESCS","Tetraneuris scaposa var. scaposa","stemmy four-nerve daisy","Subshrub, Forb/herb","L48(N)"
"TESCS","HYGL5","HYGL5","Hymenoxys glabra",NA,NA,NA
"TESCS","HYSC3","HYSC3","Hymenoxys scaposa",NA,NA,NA
"TESCS","TEFA2","TEFA2","Tetraneuris fastigiata",NA,NA,NA
"TESCS","TEGL3","TEGL3","Tetraneuris glabra",NA,NA,NA
"TESCS","TEST5","TEST5","Tetraneuris stenophylla",NA,NA,NA
"TETO",NA,"TETO","Tetraneuris torreyana","Torrey's four-nerve daisy","Forb/herb","L48(N)"
"TETO","HYDE5","HYDE5","Hymenoxys depressa",NA,NA,NA
"TETO","HYTO2","HYTO2","Hymenoxys torreyana",NA,NA,NA
"TETO","TEDE","TEDE","Tetraneuris depressa",NA,NA,NA
"TETU2",NA,"TETU2","Tetraneuris turneri","Turner's four-nerve daisy","Forb/herb","L48(N)"
"TETU2","HYTU3","HYTU3","Hymenoxys turneri",NA,NA,NA
"TETRA14",NA,"TETRA14","Tetrapanax","tetrapanax",NA,"L48(I)"
"TEPA3",NA,"TEPA3","Tetrapanax papyrifer","rice-paper plant","Tree","L48(I)"
"TEPA3","ARPA22","ARPA22","Aralia papyrifera",NA,NA,NA
"TEPA3","TEPA","TEPA","Tetrapanax papyriferus",NA,NA,NA
"TETRA20",NA,"TETRA20","Tetraphis","tetraphis moss",NA,"NA(N)"
"TETRA11",NA,"TETRA11","Tetraplasandra","tetraplasandra",NA,NA
"TEKA3",NA,"TEKA3","Tetraplasandra kavaiensis","'ohe'ohe","Tree, Shrub","HI(N)"
"TEKA3","TEMI","TEMI","Tetraplasandra micrantha",NA,NA,NA
"TEKA3","TETU","TETU","Tetraplasandra turbens",NA,NA,NA
"TEOA",NA,"TEOA","Tetraplasandra oahuensis","'ohe mauka","Shrub, Tree","HI(N)"
"TEOA","TEBI3","TEBI3","Tetraplasandra bisattenuata",NA,NA,NA
"TEOA","TEKA","TEKA","Tetraplasandra kaalae",NA,NA,NA
"TEOA","TEKA2","TEKA2","Tetraplasandra kahanana",NA,NA,NA
"TEOA","TEKO","TEKO","Tetraplasandra kohalae",NA,NA,NA
"TEOA","TELA3","TELA3","Tetraplasandra lanaiensis",NA,NA,NA
"TEOA","TELY","TELY","Tetraplasandra lydgatei",NA,NA,NA
"TEOA","TEME","TEME","Tetraplasandra meiandra",NA,NA,NA
"TEOA","TEMU","TEMU","Tetraplasandra munroi",NA,NA,NA
"TEOA","TEPU2","TEPU2","Tetraplasandra pupukeensis",NA,NA,NA
"TEOA","TEWA4","TEWA4","Tetraplasandra waianuensis",NA,NA,NA
"TEWA",NA,"TEWA","Tetraplasandra waialealae","Mt. Waialeale 'ohe","Tree, Shrub","HI(N)"
"TEWA","TELI2","TELI2","Tetraplasandra lihuensis",NA,NA,NA
"TEWA","TESH","TESH","Tetraplasandra sherffii",NA,NA,NA
"TETRA10",NA,"TETRA10","Tetraplodon","nitrogen moss",NA,"NA(N)"
"TEPA70",NA,"TEPA70","Tetraplodon pallidus","pale nitrogen moss","Nonvascular","NA(N)"
"TEPA70","TEMNP","TEMNP","Tetraplodon mnioides ssp. pallidus",NA,NA,NA
"TETRA19",NA,"TETRA19","Tetrapogon",NA,NA,NA
"TEVI81",NA,"TEVI81","Tetrapogon villosus",NA,"Graminoid",NA
"TEVI81","TEVI7","TEVI7","Tetrapogon villosum",NA,NA,NA
"TETRA21",NA,"TETRA21","Tetrapterys","tetrapterys",NA,NA
"TEIN5",NA,"TEIN5","Tetrapterys inaequalis","bejuco de sopla","Shrub, Vine","PR(N)VI(N)"
"TEIN5","TECI4","TECI4","Tetrapterys citrifolia",NA,NA,NA
"TETRA23",NA,"TETRA23","Tetrastigma","tetrastigma",NA,NA
"TETRA7",NA,"TETRA7","Tetrazygia","clover ash",NA,"L48(N)"
"TEBI2",NA,"TEBI2","Tetrazygia biflora","Puerto Rico clover ash","Tree","PR(N)"
"TEBI2","MEBI2","MEBI2","Menendezia biflora",NA,NA,NA
"TEUR",NA,"TEUR","Tetrazygia urbanii","cenizo","Shrub, Tree","PR(N)"
"TEUR","MEST5","MEST5","Menendezia stahlii",NA,NA,NA
"TEUR","MEUR","MEUR","Menendezia urbanii",NA,NA,NA
"TEUR","TEST4","TEST4","Tetrazygia stahlii",NA,NA,NA
"TETRO",NA,"TETRO","Tetrodontium","tetrodontium moss",NA,"NA(N)"
"TEBR3",NA,"TEBR3","Tetrodontium brownianum","Brown's tetrodontium moss","Nonvascular","NA(N)"
"TEBR3","TEBR4","TEBR4","Tetraphis brownianum",NA,NA,NA
"TEUCR",NA,"TEUCR","Teucrium","germander",NA,"L48(I,N)CAN(I,N)"
"TECAC",NA,"TECAC","Teucrium canadense var. canadense","Canada germander","Forb/herb","L48(N)CAN(N)"
"TECAC","TELI5","TELI5","Teucrium littorale",NA,NA,NA
"TECAH",NA,"TECAH","Teucrium canadense var. hypoleucum","Canada germander","Forb/herb","L48(N)"
"TECAH","TENA","TENA","Teucrium nashii",NA,NA,NA
"TECAO",NA,"TECAO","Teucrium canadense var. occidentale","western germander","Forb/herb","L48(N)CAN(N)"
"TECAO","TEBO3","TEBO3","Teucrium boreale",NA,NA,NA
"TECAO","TECAO2","TECAO2","Teucrium canadense ssp. occidentale",NA,NA,NA
"TECAO","TECAV2","TECAV2","Teucrium canadense ssp. viscidum",NA,NA,NA
"TECAO","TEOC","TEOC","Teucrium occidentale",NA,NA,NA
"TECUD2",NA,"TECUD2","Teucrium cubense var. densum","small coastal germander","Forb/herb","L48(N)"
"TECUD2","TECUD","TECUD","Teucrium cubense ssp. depressum",NA,NA,NA
"TEDE2",NA,"TEDE2","Teucrium depressum var. densum","small coastal germander","Forb/herb","L48(N)"
"TEDE2","TECUD2","TECUD2","Teucrium depressum",NA,NA,NA
"TELA6",NA,"TELA6","Teucrium laevigatum var. laevigatum","small coastal germander","Forb/herb",NA
"TELA6","TECUL","TECUL","Teucrium cubense ssp. laevigatum",NA,NA,NA
"TEXOS",NA,"TEXOS","Texosporium","texosporium lichen",NA,"NA(N)"
"TESA",NA,"TESA","Texosporium santi-jacobi","St. Jacob texosporium lichen","Lichenous","NA(N)"
"TESA","CYSA6","CYSA6","Cyphelium santi-jacobi",NA,NA,NA
"THALA",NA,"THALA","Thalassia","thalassia",NA,"L48(N)"
"THALA2",NA,"THALA2","Thalassodendron",NA,NA,NA
"THALI",NA,"THALI","Thalia","alligator-flag",NA,"L48(N)"
"THDE",NA,"THDE","Thalia dealbata","powdery alligator-flag","Forb/herb","L48(N)"
"THDE","THBA4","THBA4","Thalia barbata",NA,NA,NA
"THGE2",NA,"THGE2","Thalia geniculata","bent alligator-flag","Forb/herb","L48(N)PR(N)VI(N)"
"THGE2","THTR4","THTR4","Thalia trichocalyx",NA,NA,NA
"THALI2",NA,"THALI2","Thalictrum","meadow-rue",NA,"L48(I,N)CAN(I,N)GL(N)SPM(N)"
"THCO2",NA,"THCO2","Thalictrum coriaceum","maid of the mist","Forb/herb","L48(N)"
"THCO2","THCA6","THCA6","Thalictrum caulophylloides",NA,NA,NA
"THCO2","THST3","THST3","Thalictrum steeleanum",NA,NA,NA
"THDA",NA,"THDA","Thalictrum dasycarpum","purple meadow-rue","Forb/herb","L48(N)CAN(N)"
"THDA","THHY","THHY","Thalictrum hypoglaucum",NA,NA,NA
"THFEP2",NA,"THFEP2","Thalictrum fendleri var. polycarpum","Fendler's meadow-rue","Forb/herb","L48(N)"
"THFEP2","THPO","THPO","Thalictrum polycarpum",NA,NA,NA
"THMA4",NA,"THMA4","Thalictrum macrostylum","piedmont meadow-rue","Forb/herb","L48(N)"
"THMA4","THSU2","THSU2","Thalictrum subrotundum",NA,NA,NA
"THMI15",NA,"THMI15","Thalictrum minus","lesser meadow-rue","Forb/herb","AK(N)"
"THMI15","THCO11","THCO11","Thalictrum collinum",NA,NA,NA
"THMI15","THHU2","THHU2","Thalictrum hultenii",NA,NA,NA
"THMI15","THMIK","THMIK","Thalictrum minus ssp. kemense",NA,NA,NA
"THMI15","THMIM","THMIM","Thalictrum minus ssp. minus",NA,NA,NA
"THOCO2",NA,"THOCO2","Thalictrum occidentale var. occidentale","western meadow-rue","Forb/herb","L48(N)AK(N)CAN(N)"
"THOCO2","THBR4","THBR4","Thalictrum breitungii",NA,NA,NA
"THPU2",NA,"THPU2","Thalictrum pubescens","king of the meadow","Forb/herb","L48(N)CAN(N)SPM(N)"
"THPU2","THPE5","THPE5","Thalictrum perelegans",NA,NA,NA
"THPU2","THPO8","THPO8","Thalictrum polygamum",NA,NA,NA
"THSPR",NA,"THSPR","Thalictrum sparsiflorum var. richardsonii","Richarson's meadow-rue","Forb/herb","AK(N)"
"THSPR","THSPR2","THSPR2","Thalictrum sparsiflorum ssp. richardsonii",NA,NA,NA
"THTH2",NA,"THTH2","Thalictrum thalictroides","rue anemone","Forb/herb","L48(N)CAN(N)"
"THTH2","ANTH5","ANTH5","Anemonella thalictroides",NA,NA,NA
"THTH2","SYTH","SYTH","Syndesmon thalictroides",NA,NA,NA
"THVE",NA,"THVE","Thalictrum venulosum","veiny meadow-rue","Forb/herb","L48(N)CAN(N)"
"THVE","THCO","THCO","Thalictrum confine",NA,NA,NA
"THVE","THTU","THTU","Thalictrum turneri",NA,NA,NA
"THAMN2",NA,"THAMN2","Thamnobryum","thamnobryum moss",NA,"NA(N)"
"THAL7",NA,"THAL7","Thamnobryum alleghaniense","Allegany thamnobryum moss","Nonvascular","NA(N)"
"THAL7","ARAL23","ARAL23","Arbuscula alleghaniensis",NA,NA,NA
"THAL7","THAL9","THAL9","Thamnium alleghaniense",NA,NA,NA
"THNE4",NA,"THNE4","Thamnobryum neckeroides","Necker's thamnobryum moss","Nonvascular","NA(N)"
"THNE4","ARLE12","ARLE12","Arbuscula leibergii",NA,NA,NA
"THNE4","PONE16","PONE16","Porotrichum neckeroides",NA,NA,NA
"THNE4","THLE7","THLE7","Thamnobryum leibergii",NA,NA,NA
"THAMN4",NA,"THAMN4","Thamnogala",NA,NA,"NA(N)"
"THCR3",NA,"THCR3","Thamnogala crombiei",NA,"Lichenous","NA(N)"
"THAMN3",NA,"THAMN3","Thamnolia","whiteworm lichen",NA,"NA(N)"
"THSU60",NA,"THSU60","Thamnolia subuliformis","whiteworm lichen","Lichenous","NA(N)"
"THSU60","THSU7","THSU7","Thamnolia subvermicularis",NA,NA,NA
"THVE60",NA,"THVE60","Thamnolia vermicularis","whiteworm lichen","Lichenous","NA(N)"
"THAMN",NA,"THAMN","Thamnosma","desertrue",NA,"L48(N)"
"THASP",NA,"THASP","Thaspium","meadowparsnip",NA,"L48(N)CAN(N)"
"THBA",NA,"THBA","Thaspium barbinode","hairyjoint meadowparsnip","Forb/herb","L48(N)CAN(N)"
"THBA","THCH2","THCH2","Thaspium chapmanii",NA,NA,NA
"THTRA",NA,"THTRA","Thaspium trifoliatum var. aureum","purple meadowparsnip","Forb/herb","L48(N)CAN(N)"
"THTRA","THAU5","THAU5","Thaspium aureum",NA,NA,NA
"THAUM2",NA,"THAUM2","Thaumastochloa",NA,NA,NA
"THAUM",NA,"THAUM","Thaumatococcus","thaumatococcus",NA,NA
"THELE2",NA,"THELE2","Thelenella","thelenella lichen",NA,"NA(N)"
"THBR3",NA,"THBR3","Thelenella brasiliensis",NA,"Lichenous","NA(N)"
"THCI3",NA,"THCI3","Thelenella cinerascens",NA,"Lichenous","NA(N)"
"THFU",NA,"THFU","Thelenella fugiens",NA,"Lichenous","NA(N)"
"THFU","ASFU6","ASFU6","Aspidothelium fugiens",NA,NA,NA
"THGE3",NA,"THGE3","Thelenella geminipara",NA,"Lichenous","NA(N)"
"THHA3",NA,"THHA3","Thelenella harrisii","Harris' thelenella lichen","Lichenous","NA(N)"
"THHA4",NA,"THHA4","Thelenella hassei","Hasse's thelenella lichen","Lichenous","NA(N)"
"THHA4","MIHA2","MIHA2","Microglaena hassei",NA,NA,NA
"THHA4","MISY3","MISY3","Microglaena sychnogonoides",NA,NA,NA
"THHU4",NA,"THHU4","Thelenella humilis",NA,"Lichenous","NA(N)"
"THIN7",NA,"THIN7","Thelenella inductula","thelenella lichen","Lichenous","NA(N)"
"THIN7","MIIN11","MIIN11","Microglaena inductula",NA,NA,NA
"THIN7","POIN27","POIN27","Polyblastiopsis inductula",NA,NA,NA
"THLU2",NA,"THLU2","Thelenella luridella",NA,"Lichenous","NA(N)"
"THMO8",NA,"THMO8","Thelenella modesta","thelenella lichen","Lichenous","NA(N)"
"THMO8","MISO","MISO","Microglaena sordidula",NA,NA,NA
"THMO8","MISU9","MISU9","Microglaena subcorallina",NA,NA,NA
"THPE7",NA,"THPE7","Thelenella pertusariella",NA,"Lichenous","NA(N)"
"THRA4",NA,"THRA4","Thelenella rappii",NA,"Lichenous","NA(N)"
"THSA10",NA,"THSA10","Thelenella sastreana",NA,"Lichenous","NA(N)"
"THSO",NA,"THSO","Thelenella sordidula","thelenella lichen","Lichenous","NA(N)"
"THSY",NA,"THSY","Thelenella synchnogonioides",NA,"Lichenous","NA(N)"
"THWE",NA,"THWE","Thelenella weberi","Weber's thelenella lichen","Lichenous","NA(N)"
"THELE",NA,"THELE","Thelesperma","greenthread",NA,"L48(N)CAN(N)"
"THAM4",NA,"THAM4","Thelesperma ambiguum","Colorado greenthread","Forb/herb","L48(N)"
"THAM4","THFR","THFR","Thelesperma fraternum",NA,NA,NA
"THFIF",NA,"THFIF","Thelesperma filifolium var. filifolium","stiff greenthread","Forb/herb","L48(N)"
"THFIF","THTR2","THTR2","Thelesperma trifidum",NA,NA,NA
"THFII",NA,"THFII","Thelesperma filifolium var. intermedium","stiff greenthread","Forb/herb","L48(N)"
"THFII","THIN5","THIN5","Thelesperma intermedium",NA,NA,NA
"THME",NA,"THME","Thelesperma megapotamicum","Hopi tea greenthread","Forb/herb","L48(N)"
"THME","BIME2","BIME2","Bidens megapotamica",NA,NA,NA
"THME","THGR4","THGR4","Thelesperma gracile",NA,NA,NA
"THSUM",NA,"THSUM","Thelesperma subnudum var. marginatum","Navajo tea","Forb/herb","L48(N)CAN(N)"
"THSUM","THMA5","THMA5","Thelesperma marginatum",NA,NA,NA
"THELI",NA,"THELI","Thelia","thelia moss",NA,"NA(N)"
"THELI2",NA,"THELI2","Thelidium","thelidium lichen",NA,"NA(N)"
"THAB3",NA,"THAB3","Thelidium absconditum","thelidium lichen","Lichenous","NA(N)"
"THAE",NA,"THAE","Thelidium aeneovinosum","thelidium lichen","Lichenous","NA(N)"
"THAR9",NA,"THAR9","Thelidium areolatum","thelidium lichen","Lichenous","NA(N)"
"THCI",NA,"THCI","Thelidium circumspersellum","thelidium lichen","Lichenous","NA(N)"
"THCI","VECI3","VECI3","Verrucaria circumspersella",NA,NA,NA
"THDE7",NA,"THDE7","Thelidium decipiens","thelidium lichen","Lichenous","NA(N)"
"THIN8",NA,"THIN8","Thelidium incavatum","thelidium lichen","Lichenous","NA(N)"
"THMI9",NA,"THMI9","Thelidium microbolum","thelidium lichen","Lichenous","NA(N)"
